flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,passenger_count,flight_status,distance_traveled_km,meal_service,in-flight_entertainment,wifi_available,airport_name,airport_city,airport_region,airport_country,arrival_time,airline_code,departure_date,arrival_date
ET6593,Ethiopian Airlines,Bole International,Gemo,China,3:48 AM,Changi,Jiaoqi,China,11,67,cancelled,2435,gluten-free,true,true,Amchitka Army Airfield,Amchitka Island,US-AK,US,3:52 AM,ET,2/12/2026,2/12/2026
QF7612,Qantas,Sydney Airport,Brunssum,Netherlands,7:44 AM,Leonardo da Vinci International,Tsotsin-Yurt,Russia,7,352,on-time,630,regular,false,false,Bunsil Airport,Bunsil - Umboi Island,PG-MPL,PG,3:16 AM,QF,8/10/2026,8/10/2026
EK7800,Emirates,Dubai International,Xinquan,China,4:38 PM,Bole International,San Isidro,Mexico,10,241,delayed,4133,gluten-free,false,false,Donaueschingen-Villingen Airport,Donaueschingen,DE-BW,DE,2:02 AM,EK,10/17/2026,10/17/2026
AC5204,Air Canada,Toronto Pearson,Węgrzce Wielkie,Poland,3:59 PM,Cape Town International,Chengnan,China,4,298,cancelled,2745,vegetarian,true,false,Apataki Airport,Apataki,PF-U-A,PF,7:53 PM,AC,4/11/2026,4/11/2026
AM3793,Aeroméxico,Benito Juárez International,São Luís de Montes Belos,Brazil,4:12 PM,O'Hare International,Ya‘bad,Palestinian Territory,4,252,cancelled,9805,gluten-free,false,true,Wiluna Airport,,AU-WA,AU,2:39 AM,AM,1/6/2027,1/6/2027
DL6858,Delta Air Lines,John F. Kennedy International,Tucurú,Guatemala,5:31 AM,Hartsfield-Jackson Atlanta,Semypolky,Ukraine,2,295,cancelled,2643,gluten-free,true,false,Ely Airport Yelland Field,Ely,US-NV,US,2:18 PM,DL,5/8/2026,5/8/2026
AM6788,Aeroméxico,Benito Juárez International,Borovlyany,Belarus,9:31 AM,Hartsfield-Jackson Atlanta,Samamiya,Nigeria,4,315,on-time,1237,gluten-free,false,false,Zaranj Airport,Zaranj,AF-NIM,AF,11:17 AM,AM,5/26/2026,5/26/2026
SA5534,South African Airways,O.R. Tambo International,Oslo,Norway,3:58 AM,Charles de Gaulle,Batibati,Indonesia,6,12,delayed,2604,regular,true,true,Mamai Airport,Mamai,PG-CPM,PG,3:59 AM,SA,1/5/2027,1/5/2027
LH1604,Lufthansa,Frankfurt Airport,Tambillo,Peru,6:29 AM,Charles de Gaulle,Chikwawa,Malawi,8,136,delayed,4227,vegan,true,false,Komo-Manda Airport,Komo,PG-HE,PG,7:15 PM,LH,11/10/2026,11/10/2026
NZ1707,Air New Zealand,Auckland Airport,Mölndal,Sweden,4:15 AM,Sydney Airport,Macatuba,Brazil,7,46,on-time,1659,vegetarian,false,true,Lewoleba Airport,Lewoleba-Lembata Island,ID-NT,ID,3:11 AM,NZ,11/29/2026,11/29/2026
SK4004,SAS Scandinavian,Copenhagen Airport,Santa Ana,Venezuela,12:41 PM,Leonardo da Vinci International,Okhtyrka,Ukraine,10,113,on-time,3411,vegan,false,false,Clarksville–Montgomery County Regional Airport,Clarksville,US-TN,US,3:14 AM,SK,4/10/2026,4/10/2026
KL3966,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Malaryta,Belarus,1:24 AM,Charles de Gaulle,Gunungmanik,Indonesia,8,303,delayed,6322,vegetarian,false,false,Santos Dumont Airport,Rio De Janeiro,BR-RJ,BR,4:44 AM,KL,9/14/2026,9/14/2026
TG8950,Thai Airways,Suvarnabhumi,Blimbing,Indonesia,12:05 AM,Changi,Anuling,Philippines,3,164,cancelled,8141,gluten-free,true,false,Pago Pago International Airport,Pago Pago,AS-U-A,AS,1:15 AM,TG,1/25/2026,1/25/2026
SQ2818,Singapore Airlines,Changi,Hacienda La Calera,Chile,5:14 PM,Beijing Capital International,Malhou,Portugal,8,363,cancelled,3381,vegetarian,true,false,Avalon Airport,Melbourne,AU-VIC,AU,2:47 AM,SQ,1/19/2026,1/19/2026
NZ6109,Air New Zealand,Auckland Airport,Mpulungu,Zambia,5:52 AM,Sydney Airport,Gaopai,China,6,84,cancelled,8487,vegetarian,true,false,Sofia Airport,Sofia,BG-23,BG,10:23 PM,NZ,1/26/2026,1/26/2026
LH8191,Lufthansa,Frankfurt Airport,Bambous Virieux,Mauritius,4:28 AM,Melbourne Airport,Gampengrejo,Indonesia,8,469,cancelled,5661,vegan,true,true,Kramfors Sollefteå Airport,Kramfors / Sollefteå,SE-Y,SE,9:18 PM,LH,11/1/2026,11/1/2026
LH2616,Lufthansa,Frankfurt Airport,IJmuiden,Netherlands,2:08 AM,Charles de Gaulle,São Roque,Portugal,6,91,on-time,7626,regular,false,false,Morehead Airport,Morehead,PG-WPD,PG,3:53 AM,LH,4/13/2026,4/13/2026
BA8735,British Airways,Heathrow,Lowayu,Indonesia,8:01 PM,Charles de Gaulle,Ramana,Azerbaijan,1,315,delayed,1043,regular,true,true,Andahuaylas Airport,Andahuaylas,PE-APU,PE,12:54 AM,BA,2/4/2026,2/4/2026
EK1553,Emirates,Dubai International,Fier-Çifçi,Albania,11:29 PM,Hamad International,Murygino,Russia,11,492,cancelled,1902,regular,false,false,Sardar-e-Jangal Airport,Rasht,IR-19,IR,10:46 AM,EK,4/1/2026,4/1/2026
IB3568,Iberia,Adolfo Suárez Madrid–Barajas,Gorzów Śląski,Poland,4:18 PM,Logan International,Washington,United States,6,225,delayed,8380,vegetarian,false,false,Dahl Creek Airport,Dahl Creek,US-AK,US,2:00 AM,IB,10/5/2026,10/5/2026
AZ6999,Alitalia,Leonardo da Vinci International,Vallauris,France,8:52 PM,Charles de Gaulle,Iraquara,Brazil,11,143,cancelled,5694,vegan,true,true,Golmud Airport,Golmud,CN-63,CN,7:21 AM,AZ,12/18/2026,12/18/2026
AM3348,Aeroméxico,Benito Juárez International,Kpalimé,Togo,12:54 AM,O'Hare International,Rājbirāj,Nepal,6,55,on-time,2291,regular,false,false,Mojica Airport,Cañas,CR-G,CR,11:28 PM,AM,7/29/2026,7/29/2026
SA5810,South African Airways,O.R. Tambo International,Tagta,Turkmenistan,9:32 PM,Charles de Gaulle,Macklin,Canada,6,447,delayed,9204,gluten-free,false,true,Muko Muko Airport,Muko Muko-Sumatra Island,ID-JA,ID,8:35 PM,SA,3/13/2026,3/13/2026
IB3260,Iberia,Adolfo Suárez Madrid–Barajas,Iwase,Japan,4:13 AM,Charles de Gaulle,Tours,France,9,266,delayed,2448,vegan,false,true,Óbidos Airport,Óbidos,BR-PA,BR,7:10 AM,IB,5/31/2026,5/31/2026
AI5161,Air India,Indira Gandhi International,Huasahuasi,Peru,7:15 AM,Suvarnabhumi,Hashtgerd,Iran,6,217,cancelled,8073,vegetarian,false,false,Lumi Airport,Lumi,PG-SAN,PG,7:27 PM,AI,7/20/2026,7/20/2026
BA7866,British Airways,Heathrow,Yingchuan,China,10:12 AM,Zurich Airport,Santi Suk,Thailand,8,312,on-time,6320,vegan,true,false,Kamloops Airport,Kamloops,CA-BC,CA,10:27 AM,BA,1/9/2027,1/9/2027
AA9403,American Airlines,John F. Kennedy International,Nevers,France,1:35 PM,Arturo Merino Benítez International,Lengkongsari,Indonesia,11,452,cancelled,1114,gluten-free,false,false,Brockville - Thousand Islands Regional Tackaberry Airport,Brockville,CA-ON,CA,12:21 PM,AA,4/15/2026,4/15/2026
KL1655,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Tanjung Palas,Indonesia,4:35 PM,Charles de Gaulle,Maanĭt,Mongolia,10,499,on-time,2091,gluten-free,false,true,San Cristobal de las Casas Airport,San Cristobal de las Casas,MX-CHP,MX,2:14 AM,KL,10/30/2026,10/30/2026
BA3458,British Airways,Heathrow,Zhoutie,China,1:21 AM,Charles de Gaulle,Vilar do Monte,Portugal,7,462,delayed,8880,vegetarian,false,true,Mokhotlong Airport,Mokhotlong,LS-J,LS,10:35 AM,BA,8/7/2026,8/7/2026
LA6997,LATAM Airlines,São Paulo/Guarulhos International,Nova Viçosa,Brazil,1:08 AM,Ministro Pistarini International,Wushan,China,2,132,cancelled,500,vegan,false,true,Branson Airport,Branson,US-MO,US,3:46 AM,LA,11/12/2026,11/12/2026
KE2015,Korean Air,Incheon International,Andapa,Madagascar,10:37 AM,Haneda,‘Abs,Yemen,3,321,delayed,5444,vegetarian,false,true,Dedougou Airport,Dedougou,BF-MOU,BF,3:15 PM,KE,3/30/2026,3/30/2026
AZ7822,Alitalia,Leonardo da Vinci International,Debre Werk’,Ethiopia,9:15 AM,Charles de Gaulle,Souran,Syria,2,298,delayed,9926,vegan,true,false,Los Roques Airport,Gran Roque Island,VE-W,VE,3:04 AM,AZ,5/26/2026,5/26/2026
EK6270,Emirates,Dubai International,Daxin,China,6:20 PM,Leonardo da Vinci International,Gros Morne,Haiti,6,49,delayed,3417,vegetarian,false,false,Fascene Airport,Nosy Be,MG-D,MG,3:44 PM,EK,8/14/2026,8/14/2026
LA5725,LATAM Airlines,São Paulo/Guarulhos International,Chwałowice,Poland,11:47 AM,Denver International,San Jose,Philippines,1,331,cancelled,6332,gluten-free,true,false,Porto Santo Airport,Vila Baleira,PT-30,PT,7:22 AM,LA,9/22/2026,9/22/2026
SA6570,South African Airways,O.R. Tambo International,Maskinongé,Canada,2:19 AM,Charles de Gaulle,Glogovac,Kosovo,11,92,cancelled,275,vegetarian,true,false,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,PE-LAM,PE,9:41 AM,SA,6/24/2026,6/24/2026
NZ1560,Air New Zealand,Auckland Airport,Sydney,Australia,1:48 AM,Sydney Airport,Tatarka,Russia,4,169,delayed,174,vegetarian,false,false,Republic Airport,Farmingdale,US-NY,US,1:28 PM,NZ,3/26/2026,3/26/2026
BA5073,British Airways,Heathrow,Caringin,Indonesia,12:02 PM,Charles de Gaulle,Kidal,Mali,3,135,delayed,8113,vegan,false,false,Newport Municipal Airport,Newport,US-OR,US,12:41 PM,BA,11/19/2026,11/19/2026
SK9204,SAS Scandinavian,Copenhagen Airport,New Kingston,Jamaica,3:36 PM,Charles de Gaulle,Kolsko,Poland,7,181,on-time,1700,vegan,true,true,Whalsay Airport,Whalsay,GB-SCT,GB,6:12 PM,SK,8/6/2026,8/6/2026
AF3201,Air France,Charles de Gaulle,Chalon-sur-Saône,France,7:17 AM,Frankfurt Airport,Xintang,China,2,189,delayed,6293,vegetarian,true,true,Natashquan Airport,Natashquan,CA-QC,CA,7:03 AM,AF,11/22/2026,11/22/2026
EK8571,Emirates,Dubai International,Gunungmanik,Indonesia,2:30 PM,Amsterdam Airport Schiphol,Ledok,Indonesia,11,296,cancelled,3133,vegan,true,true,Statesboro Bulloch County Airport,Statesboro,US-GA,US,9:28 PM,EK,5/9/2026,5/9/2026
WN4451,Southwest Airlines,Los Angeles International,Shah Alam,Malaysia,12:21 AM,San Francisco International,Klevan’,Ukraine,2,233,cancelled,780,vegan,true,false,Fort MacKay/Albian Aerodrome,Albian Village,CA-AB,CA,3:16 PM,WN,4/23/2026,4/23/2026
NZ8575,Air New Zealand,Auckland Airport,Jiaoxie,China,10:24 AM,Suvarnabhumi,Lanyang,China,2,166,delayed,5684,vegetarian,true,true,Comandante Ariston Pessoa Airport,Jijoca de Jericoacoara,BR-CE,BR,1:36 PM,NZ,4/15/2026,4/15/2026
QR2285,Qatar Airways,Hamad International,Lishu,China,6:07 AM,Bole International,Bojonggaling,Indonesia,3,410,on-time,4476,regular,false,false,Omidiyeh Airport,Omidiyeh,IR-10,IR,3:07 PM,QR,1/14/2027,1/14/2027
KL4907,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Gostivar,Macedonia,3:50 PM,Frankfurt Airport,Ymittos,Greece,5,326,on-time,2123,vegetarian,false,true,Alma Airport,Alma,CA-QC,CA,1:23 PM,KL,9/1/2026,9/1/2026
ET8283,Ethiopian Airlines,Bole International,San Francisco de Macorís,Dominican Republic,3:23 PM,Vienna International,Goubangzi,China,6,314,on-time,2500,gluten-free,false,true,Lanzhou Zhongchuan Airport,Lanzhou,CN-62,CN,8:44 PM,ET,1/14/2027,1/14/2027
WN4714,Southwest Airlines,Los Angeles International,Carnaxide,Portugal,1:42 PM,San Francisco International,Baih,Indonesia,8,94,on-time,6506,gluten-free,false,false,Nanping Wuyishan Airport,Wuyishan,CN-35,CN,6:20 PM,WN,9/18/2026,9/18/2026
AF6619,Air France,Charles de Gaulle,Huanchaco,Peru,1:30 PM,Jomo Kenyatta International,Haninge,Sweden,6,186,delayed,2280,gluten-free,false,true,Gwa Airport,Gwa,MM-16,MM,1:41 PM,AF,3/15/2026,3/15/2026
NH7623,All Nippon Airways,Haneda,To’rtko’l Shahri,Uzbekistan,9:55 AM,Incheon International,Baton Rouge,United States,8,401,on-time,2993,vegan,false,false,Indiana County/Jimmy Stewart Fld/ Airport,Indiana,US-PA,US,4:16 AM,NH,3/3/2026,3/3/2026
AC4330,Air Canada,Toronto Pearson,Tatabánya,Hungary,4:45 AM,John F. Kennedy International,El Olivar,Honduras,4,444,on-time,4789,gluten-free,true,true,Powell Lake Seaplane Base,,CA-BC,CA,8:15 PM,AC,9/23/2026,9/23/2026
CX5078,Cathay Pacific,Hong Kong International,Fengyang Fuchengzhen,China,4:03 PM,Changi,Casal Novo,Portugal,1,290,cancelled,8533,vegan,false,true,Cannon Air Force Base,Clovis,US-NM,US,4:57 AM,CX,5/5/2026,5/5/2026
NZ3899,Air New Zealand,Auckland Airport,Daxi,China,12:23 AM,Sydney Airport,Montecillo,Philippines,11,76,cancelled,724,gluten-free,false,true,Sauren Airport,Sauren,PG-WBK,PG,7:26 AM,NZ,11/26/2026,11/26/2026
CX2045,Cathay Pacific,Hong Kong International,San Miguel,Philippines,8:28 AM,Changi,Hispania,Colombia,8,271,delayed,8755,vegetarian,false,false,Hateruma Airport,Hateruma,JP-47,JP,9:24 AM,CX,8/5/2026,8/5/2026
AF2793,Air France,Charles de Gaulle,Chagang,China,6:18 AM,Frankfurt Airport,Nova Venécia,Brazil,2,392,delayed,3420,gluten-free,true,false,Brackett Field,La Verne,US-CA,US,8:16 AM,AF,5/26/2026,5/26/2026
AA8361,American Airlines,John F. Kennedy International,Calangain,Philippines,5:19 PM,Toronto Pearson,Centenario,Argentina,9,277,on-time,2850,gluten-free,false,false,Kars Airport,Kars,TR-36,TR,8:58 PM,AA,7/24/2026,7/24/2026
NH2293,All Nippon Airways,Haneda,Humpolec,Czech Republic,11:57 PM,Incheon International,Shah Alam,Malaysia,8,64,on-time,5247,regular,false,false,Bicycle Lake Army Air Field,Fort Irwin/Barstow,US-CA,US,3:13 PM,NH,12/23/2026,12/23/2026
AA7447,American Airlines,John F. Kennedy International,Pelópion,Greece,10:54 PM,Hartsfield-Jackson Atlanta,Palencia,Spain,2,95,on-time,4746,vegetarian,false,false,Augusta Regional At Bush Field,Augusta,US-GA,US,1:56 PM,AA,2/7/2026,2/7/2026
SQ1946,Singapore Airlines,Changi,El Hajeb,Morocco,11:26 PM,Beijing Capital International,Carnot,Central African Republic,8,381,cancelled,7219,vegetarian,false,true,Punta Colorada Airport,La Ribera,MX-BCS,MX,10:11 PM,SQ,2/26/2026,2/26/2026
KE1526,Korean Air,Incheon International,General Lavalle,Argentina,11:43 AM,Chhatrapati Shivaji International,Sampaloc,Philippines,4,340,cancelled,7163,vegan,false,true,Minchumina Airport,Minchumina,US-AK,US,11:56 AM,KE,12/4/2026,12/4/2026
UA9759,United Airlines,Los Angeles International,Kungsbacka,Sweden,1:39 PM,San Francisco International,Žabčice,Czech Republic,10,203,cancelled,5063,gluten-free,true,false,Mora Airport,Mora,SE-W,SE,11:29 AM,UA,5/31/2026,5/31/2026
NH4302,All Nippon Airways,Haneda,Maiorca,Portugal,7:25 AM,Incheon International,Zhongshu,China,3,295,on-time,3733,gluten-free,true,true,Magnitogorsk International Airport,Magnitogorsk,RU-BA,RU,1:17 AM,NH,3/19/2026,3/19/2026
IB8190,Iberia,Adolfo Suárez Madrid–Barajas,Fatufeto,Indonesia,1:19 PM,Charles de Gaulle,Cimadang,Indonesia,9,409,cancelled,6076,vegetarian,true,false,Alxa Right Banner Badanjilin Airport,Badanjilin,CN-15,CN,5:19 AM,IB,3/5/2026,3/5/2026
ET9515,Ethiopian Airlines,Bole International,Tancheng,China,10:46 AM,Hamad International,Gio Linh,Vietnam,8,3,cancelled,9629,regular,true,false,Daru Airport,Daru,PG-WPD,PG,8:46 AM,ET,6/13/2026,6/13/2026
CX7663,Cathay Pacific,Hong Kong International,Calizo,Philippines,12:46 PM,Changi,Piedade,Brazil,10,430,on-time,8500,vegetarian,true,true,Rukum Chaurjahari Airport,Rukumkot,NP-RA,NP,3:46 AM,CX,3/11/2026,3/11/2026
WN2157,Southwest Airlines,Los Angeles International,Itabuna,Brazil,7:40 PM,Seattle-Tacoma International,Peer,Indonesia,4,220,on-time,2748,gluten-free,true,true,Cáceres Airport,Cáceres,BR-MT,BR,11:43 PM,WN,8/30/2026,8/30/2026
QR5057,Qatar Airways,Hamad International,Hualmay,Peru,11:14 AM,Bole International,Teresa,Philippines,9,481,on-time,8204,gluten-free,false,false,Long Xuyên Airport,Long Xuyên,VN-44,VN,2:36 PM,QR,1/18/2026,1/18/2026
AM9678,Aeroméxico,Benito Juárez International,Gotse Delchev,Bulgaria,10:25 AM,O'Hare International,Ashibetsu,Japan,9,43,delayed,3957,gluten-free,true,true,El Tehuelche Airport,Puerto Madryn,AR-U,AR,9:34 PM,AM,2/6/2026,2/6/2026
AI2702,Air India,Indira Gandhi International,Molinos,Argentina,1:49 PM,Chhatrapati Shivaji International,Ptení,Czech Republic,4,148,cancelled,5954,gluten-free,false,false,Mc Guire Air Force Base,Wrightstown,US-NJ,US,9:04 PM,AI,4/1/2026,4/1/2026
LA9647,LATAM Airlines,São Paulo/Guarulhos International,Ryūgasaki,Japan,12:55 PM,Cape Town International,Dashuipo,China,1,121,cancelled,4961,regular,false,false,Tawau Airport,Tawau,MY-12,MY,5:43 AM,LA,2/15/2026,2/15/2026
AM2354,Aeroméxico,Benito Juárez International,Guayaramerín,Bolivia,6:13 PM,O'Hare International,Del Valle,Mexico,5,352,cancelled,4849,vegetarian,true,true,Tabubil Airport,Tabubil,PG-WPD,PG,11:05 AM,AM,5/24/2026,5/24/2026
NH4003,All Nippon Airways,Haneda,Ngurenrejo,Indonesia,10:43 AM,Incheon International,Breda,Netherlands,2,278,cancelled,4977,gluten-free,true,false,Batagay Airport,Batagay,RU-SA,RU,5:08 AM,NH,11/1/2026,11/1/2026
SA4784,South African Airways,O.R. Tambo International,Balekambang,Indonesia,6:04 PM,Charles de Gaulle,La Escondida,Mexico,7,82,cancelled,9605,vegan,true,true,Leo Airport,Leo,BF-SIS,BF,11:21 AM,SA,12/28/2026,12/28/2026
DL1762,Delta Air Lines,John F. Kennedy International,København,Denmark,11:05 AM,Cairo International,Nongoma,South Africa,9,408,on-time,4817,gluten-free,false,false,Cagliari Elmas Airport,Cagliari,IT-88,IT,10:27 PM,DL,10/19/2026,10/19/2026
SA3979,South African Airways,O.R. Tambo International,Zhongguanyi,China,12:02 PM,Charles de Gaulle,Itajaí,Brazil,11,351,delayed,7336,vegetarian,false,true,Plymouth Municipal Airport,Plymouth,US-IN,US,7:08 PM,SA,6/17/2026,6/17/2026
WN4624,Southwest Airlines,Los Angeles International,Banjar Mambalkajanan,Indonesia,5:45 AM,San Francisco International,Hậu Nghĩa,Vietnam,6,229,on-time,1756,vegan,true,true,Acaricuara Airport,Acaricuara,CO-VAU,CO,9:54 AM,WN,2/10/2026,2/10/2026
NH5825,All Nippon Airways,Haneda,Moshkovo,Russia,1:19 AM,Melbourne Airport,Pasirmalang,Indonesia,3,209,on-time,5216,gluten-free,false,true,Jamestown Regional Airport,Jamestown,US-ND,US,2:05 PM,NH,4/16/2026,4/16/2026
LH3012,Lufthansa,Frankfurt Airport,Xihe,China,5:37 PM,Charles de Gaulle,Smokvica,Croatia,9,67,cancelled,4532,vegan,true,true,Perryville Airport,Perryville,US-AK,US,4:11 AM,LH,12/22/2026,12/22/2026
IB7456,Iberia,Adolfo Suárez Madrid–Barajas,Bellavista,Mexico,5:02 AM,Charles de Gaulle,Alavus,Finland,10,94,cancelled,9910,gluten-free,false,true,El Obeid Airport,Al-Ubayyid,SD-09,SD,4:06 PM,IB,2/23/2026,2/23/2026
KL3967,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Xiaoweizhai,China,7:31 AM,Arturo Merino Benítez International,Sehwān,Pakistan,1,63,cancelled,3122,gluten-free,false,true,Espinosa Airport,Espinosa,BR-MG,BR,10:58 AM,KL,2/11/2026,2/11/2026
AZ9450,Alitalia,Leonardo da Vinci International,Steinkjer,Norway,9:45 AM,Charles de Gaulle,Linoan,Philippines,5,184,on-time,3049,regular,true,true,Manakara Airport,,MG-F,MG,8:41 AM,AZ,8/9/2026,8/9/2026
SA1308,South African Airways,O.R. Tambo International,Sumberejo,Indonesia,8:09 PM,Charles de Gaulle,Samparna,Indonesia,5,363,on-time,570,vegetarian,false,false,Guaratinguetá Airport,Guaratinguetá,BR-SP,BR,1:44 AM,SA,10/31/2026,10/31/2026
AV2122,Avianca,El Dorado International,Banī Walīd,Libya,8:21 AM,O'Hare International,Chandmanĭ,Mongolia,1,330,cancelled,1935,regular,true,true,Quimper-Cornouaille Airport,Quimper/Pluguffan,FR-E,FR,1:46 PM,AV,5/5/2026,5/5/2026
UA1293,United Airlines,Los Angeles International,Maquiapo,Philippines,6:22 PM,San Francisco International,Tizgane,Morocco,6,387,delayed,5551,vegetarian,false,false,Arlington Municipal Airport,Arlington,US-TN,US,11:32 PM,UA,2/15/2026,2/15/2026
EK8320,Emirates,Dubai International,Petrovskaya,Russia,2:34 AM,Hamad International,Changliang,China,2,491,on-time,7754,vegetarian,true,false,Okeechobee County Airport,Okeechobee,US-FL,US,7:23 PM,EK,5/30/2026,5/30/2026
NZ4558,Air New Zealand,Auckland Airport,Fudian,China,3:13 AM,Sydney Airport,Néa Ionía,Greece,2,348,delayed,2197,regular,true,false,Fascene Airport,Nosy Be,MG-D,MG,1:38 PM,NZ,9/20/2026,9/20/2026
SK2032,SAS Scandinavian,Copenhagen Airport,Yujia,China,11:14 PM,Charles de Gaulle,Cerro Corá,Argentina,11,61,on-time,4983,gluten-free,false,true,Kayseri Erkilet Airport,Kayseri,TR-38,TR,5:56 AM,SK,7/27/2026,7/27/2026
ET5654,Ethiopian Airlines,Bole International,Dukou,China,1:16 AM,Vienna International,San Vicente,Philippines,6,95,delayed,329,regular,false,false,Amook Bay Seaplane Base,Amook Bay,US-AK,US,10:23 PM,ET,6/19/2026,6/19/2026
AC7112,Air Canada,Toronto Pearson,Las Palmas,Mexico,12:19 AM,John F. Kennedy International,Shinjō,Japan,1,334,delayed,8077,gluten-free,true,false,Samangoky Airport,Tanandava,MG-U,MG,10:21 PM,AC,3/7/2026,3/7/2026
LA6492,LATAM Airlines,São Paulo/Guarulhos International,Kobleve,Ukraine,12:42 PM,Ministro Pistarini International,Barru,Indonesia,7,355,on-time,9052,gluten-free,false,true,Nappa Merrie Airport,,AU-QLD,AU,6:25 PM,LA,4/9/2026,4/9/2026
LA7284,LATAM Airlines,São Paulo/Guarulhos International,Tišina,Slovenia,12:26 AM,Ministro Pistarini International,Cilolongokan,Indonesia,6,159,cancelled,2342,gluten-free,false,false,Ine Airport,Arno Atoll,MH-ARN,MH,3:50 PM,LA,2/26/2026,2/26/2026
DL8789,Delta Air Lines,John F. Kennedy International,Presidencia Roque Sáenz Peña,Argentina,4:17 PM,Hartsfield-Jackson Atlanta,Rizhao,China,3,57,cancelled,3872,gluten-free,false,true,Alton Downs Airport,,AU-SA,AU,12:47 PM,DL,5/14/2026,5/14/2026
KE6794,Korean Air,Incheon International,Maralal,Kenya,5:10 AM,Haneda,Le Havre,France,3,481,delayed,7377,vegetarian,true,false,Kitkatla Seaplane Base,Kitkatla,CA-BC,CA,11:17 PM,KE,11/23/2026,11/23/2026
IB4821,Iberia,Adolfo Suárez Madrid–Barajas,Šenov,Czech Republic,1:15 AM,Suvarnabhumi,Zhangfang,China,2,121,delayed,6039,vegetarian,false,false,Tatakoto Airport,Tatakoto,PF-U-A,PF,6:22 AM,IB,3/3/2026,3/3/2026
QR7768,Qatar Airways,Hamad International,Yug,Russia,12:51 AM,Bole International,Gosen,Japan,6,385,on-time,2977,vegetarian,false,true,Mount Cook Airport,,NZ-CAN,NZ,8:58 PM,QR,12/31/2026,12/31/2026
LA9443,LATAM Airlines,São Paulo/Guarulhos International,Khe Tre,Vietnam,10:58 AM,John F. Kennedy International,Buriti Bravo,Brazil,6,200,cancelled,7509,vegetarian,true,false,Brigadier Antonio Parodi Airport,Esquel,AR-U,AR,1:35 PM,LA,12/16/2026,12/16/2026
SQ6672,Singapore Airlines,Changi,Guayabo Dulce,Dominican Republic,8:57 AM,Beijing Capital International,Sult,Albania,9,478,cancelled,6884,vegetarian,false,true,Cacique Aramare Airport,Puerto Ayacucho,VE-Z,VE,5:50 PM,SQ,2/24/2026,2/24/2026
LA5725,LATAM Airlines,São Paulo/Guarulhos International,Kanginan,Indonesia,5:29 PM,Denver International,Chartres,France,8,456,on-time,749,vegan,false,true,Colon Airport,Marcala,HN-LP,HN,6:45 AM,LA,10/5/2026,10/5/2026
